TGRAC FID,TGRAC Name,TGRAC District,Current LGD Code,Current LGD Name,Census 2011,Temporal Classification,Historical Identity,Match Method,Evidence,Status
303,Maganoor,Narayanpet,4590,Maganoor,04590,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 4590),RESOLVED_DIRECT
304,Mahabubabad,Mahabubabad,4718,Mahabubabad,04718,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4718),RESOLVED_DIRECT
305,Narva,Narayanpet,4588,Narwa,04588,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Narva -> Narwa in Narayanpet,RESOLVED_DETERMINISTIC
306,Mahabubnagar_Urban,Mahabubnagar,4568,Mahabubnagar Urban,04568,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4568),RESOLVED_DIRECT
307,Navipet,Nizamabad,4358,Navipet,04358,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4358),RESOLVED_DIRECT
308,Nawabpet,Mahabubnagar,4556,Nawabpet,04556,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4556),RESOLVED_DIRECT
309,Nawabpet,Vikarabad,4514,Nawabpet,04514,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4514),RESOLVED_DIRECT
310,Nekkonda,Warangal_Rural,4713,Nekkonda,04713,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4713),RESOLVED_DIRECT
311,Nelakondapally,Khammam,4759,Nelakondapalli,04759,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Nelakondapally -> Nelakondapalli in Khammam,RESOLVED_DETERMINISTIC
312,Nellikudur,Mahabubabad,4716,Nellikudur,04716,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4716),RESOLVED_DIRECT
313,Mahadevpur,Jayashankar Bhupalpally,4403,Mahadevpur,04403,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jayashankar Bhupalapally (LGD subdist_code 4403),RESOLVED_DIRECT
314,Saroornagar,Rangareddy,4526,Saroornagar,04526,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4526),RESOLVED_DIRECT
315,Aswapuram,Bhadradri Kothagudem,4728,Aswapuram,04728,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4728),RESOLVED_DIRECT
316,Bachannapet,Jangoan,4674,Bachannapet,04674,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 4674),RESOLVED_DIRECT
317,Bachupally,Medchal_Malkajgiri,6315,Bachupally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 6315),RESOLVED_DIRECT
318,Malharrao,Jayashankar Bhupalpally,4405,Malharrao,04405,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jayashankar Bhupalapally (LGD subdist_code 4405),RESOLVED_DIRECT
319,Nidamanoor,Nalgonda,4661,Nidmanoor,04661,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Nidmanoor (LGD 4661),RESOLVED_DETERMINISTIC
320,Malkajgiri,Medchal_Malkajgiri,4521,Malkajgiri,04521,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 4521),RESOLVED_DIRECT
321,Mancherial,Mancherial,4354,Mancherial,04354,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4354),RESOLVED_DIRECT
322,Nirmal Rural,Nirmal,6210,Nirmal Rural,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 6210),RESOLVED_DIRECT
323,Nizamabad Rural,Nizamabad,6233,Nizamabad Rural,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 6233),RESOLVED_DIRECT
324,Mandamarri,Mancherial,4352,Mandamarri,04352,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4352),RESOLVED_DIRECT
325,Nizamsagar,Kamareddy,4385,Nizamsagar,04385,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4385),RESOLVED_DIRECT
326,Mangapet,Mulugu,4686,Mangapet,04686,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mulugu (LGD subdist_code 4686),RESOLVED_DIRECT
327,Manthani,Peddapalli,4401,Manthani,04401,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Peddapalli (LGD subdist_code 4401),RESOLVED_DIRECT
328,Manuguru,Bhadradri Kothagudem,4727,Manuguru,04727,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4727),RESOLVED_DIRECT
329,Maredpally,Hyderabad,4500,Marredpally,04500,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Marredpally (LGD 4500),RESOLVED_DETERMINISTIC
330,Ameenpur,Sangareddy,6276,Ameenpur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 6276),RESOLVED_DIRECT
331,Jinnaram,Sangareddy,4493,Jinnaram,04493,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4493),RESOLVED_DIRECT
332,Marikal,Narayanpet,6263,Marikal,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 6263),RESOLVED_DIRECT
333,Maripeda,Mahabubabad,4720,Maripeda,04720,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4720),RESOLVED_DIRECT
334,Markook,Siddipet,6282,Markook,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 6282),RESOLVED_DIRECT
335,Marpalle,Vikarabad,4512,Marpalle,04512,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4512),RESOLVED_DIRECT
336,Mattampalli,Suryapet,4670,Mattampally,04670,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Mattampalli -> Mattampally in Suryapet,RESOLVED_DETERMINISTIC
337,Medak,Medak,4456,Medak,04456,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 4456),RESOLVED_DIRECT
338,Medchal,Medchal_Malkajgiri,4519,Medchal,04519,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 4519),RESOLVED_DIRECT
339,Medipalle,Jagtial,4415,Medipalli,04415,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Medipalle -> Medipalli in Jagitial,RESOLVED_DETERMINISTIC
340,Pangal,Wanaparthy,4601,Pangal,04601,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 4601),RESOLVED_DIRECT
341,Raiparthy,Warangal_Rural,4703,Rayaparthy,04703,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,Rayaparthy (LGD 4703) in Warangal,RESOLVED_LEGAL_LINEAGE
342,Medipally,Medchal_Malkajgiri,6318,Medipally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 6318),RESOLVED_DIRECT
343,Pargi,Vikarabad,4540,Pargi,04540,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4540),RESOLVED_DIRECT
344,Parkal,Warangal_Rural,4679,Parkal,04679,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,Parkal (LGD 4679) in Hanumakonda post-2021 reorganization,RESOLVED_LEGAL_LINEAGE
345,Parvathagiri,Warangal_Rural,4714,Parvathagiri,04714,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4714),RESOLVED_DIRECT
346,Patancheruvu,Sangareddy,4494,Patancheru,04494,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Patancheru (LGD 4494),RESOLVED_DETERMINISTIC
347,Pebbair,Wanaparthy,4602,Pebbair,04602,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 4602),RESOLVED_DIRECT
348,Mellachervu,Suryapet,4671,Mellachervu,04671,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 4671),RESOLVED_DIRECT
349,Peddakothapalle,Nagarkurnool,4599,Peddakothapally,04599,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Peddakothapalle -> Peddakothapally in Nagarkurnool,RESOLVED_DETERMINISTIC
350,Mendora,Nizamabad,6237,Mendora,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 6237),RESOLVED_DIRECT
351,Midjil,Mahabubnagar,4566,Midjil,04566,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4566),RESOLVED_DIRECT
352,Pegadapalli,Jagtial,4421,Pegadapalli,04421,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4421),RESOLVED_DIRECT
353,Mirdoddi,Siddipet,4464,Mirdoddi,04464,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4464),RESOLVED_DIRECT
354,Mogudampally,Sangareddy,6278,Mogudampally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 6278),RESOLVED_DIRECT
355,Mogullapally,Jayashankar Bhupalpally,4680,Mogullapally,04680,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jayashankar Bhupalapally (LGD subdist_code 4680),RESOLVED_DIRECT
356,Moinabad,Rangareddy,4528,Moinabad,04528,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4528),RESOLVED_DIRECT
357,Mominpet,Vikarabad,4513,Mominpet,04513,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4513),RESOLVED_DIRECT
358,Moosapet,Mahabubnagar,6260,Moosapet,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 6260),RESOLVED_DIRECT
359,Mothey,Suryapet,4640,Mothey,04640,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 4640),RESOLVED_DIRECT
360,Mothkur,Yadadri Bhuvanagiri,4625,Mothkur,04625,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4625),RESOLVED_DIRECT
361,Mugpal,Nizamabad,6235,Mugpal,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 6235),RESOLVED_DIRECT
362,Mulakalapally,Bhadradri Kothagudem,4748,Mulkalapally,04748,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Mulkalapally (LGD 4748),RESOLVED_DETERMINISTIC
363,Pudur,Vikarabad,4541,Pudur,04541,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4541),RESOLVED_DIRECT
364,Pulkal,Sangareddy,4478,Pulkal,04478,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4478),RESOLVED_DIRECT
365,Manoharabad,Medak,6273,Manoharabad,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 6273),RESOLVED_DIRECT
366,Mulug,Mulugu,4689,Mulug,04689,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mulugu (LGD subdist_code 4689),RESOLVED_DIRECT
367,Mulug,Siddipet,4486,Mulug,04486,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4486),RESOLVED_DIRECT
368,Munagala,Suryapet,4642,Munagala,04642,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 4642),RESOLVED_DIRECT
369,Musheerabad,Hyderabad,4501,Musheerabad,04501,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4501),RESOLVED_DIRECT
370,Mutharam_Mahadevpur,Jayashankar Bhupalpally,4404,Mutharam Mahadevpur,04404,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jayashankar Bhupalapally (LGD subdist_code 4404),RESOLVED_DIRECT
371,Mutharam_Manthani,Peddapalli,4406,Mutharam (Manthani),04406,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Mutharam (Manthani) (LGD 4406),RESOLVED_DETERMINISTIC
372,Nadigudem,Suryapet,4641,Nadigudem,04641,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 4641),RESOLVED_DIRECT
373,Nagalgidda,Sangareddy,6280,Nagalgidda,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 6280),RESOLVED_DIRECT
374,Tanoor,Nirmal,4340,Tanoor,04340,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4340),RESOLVED_DIRECT
375,Nagaram,Suryapet,6298,Nagaram,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 6298),RESOLVED_DIRECT
376,Mavala,Adilabad,6222,Mavala,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 6222),RESOLVED_DIRECT
377,Nagi_Reddypet,Kamareddy,4387,Nagireddypet,04387,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4387),RESOLVED_DIRECT
378,Nallabelli,Warangal_Rural,4692,Nallabelli,04692,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4692),RESOLVED_DIRECT
379,Nampally,Hyderabad,4504,Nampally,04504,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4504),RESOLVED_DIRECT
380,Nampally,Nalgonda,4654,Nampally,04654,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4654),RESOLVED_DIRECT
381,Nandigama,Rangareddy,6321,Nandigama,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 6321),RESOLVED_DIRECT
382,Nandipet,Nizamabad,4359,Nandipet,04359,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4359),RESOLVED_DIRECT
383,Nangnoor,Siddipet,4461,Nangnoor,04461,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4461),RESOLVED_DIRECT
384,Narayanapoor,Yadadri Bhuvanagiri,4648,Narayanpur,04648,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Narayanpur (LGD 4648),RESOLVED_DETERMINISTIC
385,Narayankhed,Sangareddy,4452,Narayankhed,04452,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4452),RESOLVED_DIRECT
386,Narayanpet,Narayanpet,4570,Narayanpet,04570,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 4570),RESOLVED_DIRECT
387,Narketpally,Nalgonda,4634,Narketpally,04634,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4634),RESOLVED_DIRECT
388,Ramadugu,Karimnagar,4423,Ramadugu,04423,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 4423),RESOLVED_DIRECT
389,Ramagiri,Peddapalli,6216,Ramagiri,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Peddapalli (LGD subdist_code 6216),RESOLVED_DIRECT
390,Thorrur,Mahabubabad,4715,Thorrur,04715,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4715),RESOLVED_DIRECT
391,Thungathurthy,Suryapet,4620,Thungaturthy,04620,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Thungathurthy -> Thungaturthy in Suryapet,RESOLVED_DETERMINISTIC
392,Tipparthy,Nalgonda,4645,Thipparthy,04645,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Tipparthy -> Thipparthy in Nalgonda,RESOLVED_DETERMINISTIC
393,Narmetta,Jangoan,4675,Narmetta,04675,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 4675),RESOLVED_DIRECT
394,Ramannapet,Yadadri Bhuvanagiri,4632,Ramannapet,04632,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4632),RESOLVED_DIRECT
395,Narnoor,Adilabad,4312,Narnoor,04312,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4312),RESOLVED_DIRECT
396,Narsimhulapet,Mahabubabad,4719,Narsimhulapet,04719,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4719),RESOLVED_DIRECT
397,Rebbena,Kumurambheem Asifabad,4327,Rebbena,04327,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 4327),RESOLVED_DIRECT
398,Tripuraram,Nalgonda,4662,Tripuraram,04662,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4662),RESOLVED_DIRECT
399,Turkapalle_M,Yadadri Bhuvanagiri,4614,Thurkapally,04614,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Thurkapally (LGD 4614),RESOLVED_DETERMINISTIC
400,Narsingi,Medak,6272,Narsingi,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 6272),RESOLVED_DIRECT
401,Naspur,Mancherial,6226,Naspur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 6226),RESOLVED_DIRECT
402,Sadashivnagar,Kamareddy,4381,Sadashivanagar,04381,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Sadashivanagar (LGD 4381),RESOLVED_DETERMINISTIC
403,Velgatur,Jagtial,4398,Velgatur,04398,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4398),RESOLVED_DIRECT
